ENSG00000120949
ENSG00000142621
ENSG00000159339
ENSG00000133216
ENSG00000000938
ENSG00000116329
ENSG00000253304
ENSG00000168389
ENSG00000186973
ENSG00000174348
ENSG00000162398
ENSG00000158966
ENSG00000160716
ENSG00000026751
ENSG00000215838
ENSG00000121446
ENSG00000082482
ENSG00000234464
ENSG00000171848
ENSG00000115155
ENSG00000205334
ENSG00000236780
ENSG00000163017
ENSG00000115641
ENSG00000153093
ENSG00000176601
ENSG00000075884
ENSG00000071967
ENSG00000091428
ENSG00000115252
ENSG00000138411
ENSG00000163501
ENSG00000162804
ENSG00000134121
ENSG00000237990
ENSG00000088726
ENSG00000226320
ENSG00000153283
ENSG00000144824
ENSG00000065371
ENSG00000221955
ENSG00000244128
ENSG00000237473
ENSG00000169760
ENSG00000163694
ENSG00000109255
ENSG00000248713
ENSG00000153064
ENSG00000164099
ENSG00000183580
ENSG00000250337
ENSG00000183111
ENSG00000249484
ENSG00000188573
ENSG00000253686
ENSG00000113763
ENSG00000170542
ENSG00000124785
ENSG00000234261
ENSG00000283408
ENSG00000233358
ENSG00000214894
ENSG00000196260
ENSG00000197251
ENSG00000124507
ENSG00000023892
ENSG00000124772
ENSG00000124721
ENSG00000188112
ENSG00000112837
ENSG00000135318
ENSG00000146285
ENSG00000079931
ENSG00000228334
ENSG00000286639
ENSG00000187546
ENSG00000281103
ENSG00000185274
ENSG00000009950
ENSG00000160963
ENSG00000091136
ENSG00000158516
ENSG00000232053
ENSG00000105894
ENSG00000157703
ENSG00000174469
ENSG00000130226
ENSG00000231419
ENSG00000198223
ENSG00000223511
ENSG00000288546
ENSG00000196368
ENSG00000155622
ENSG00000204118
ENSG00000131269
ENSG00000186310
ENSG00000286523
ENSG00000010671
ENSG00000133124
ENSG00000101977
ENSG00000284377
ENSG00000183117
ENSG00000253557
ENSG00000179388
ENSG00000253125
ENSG00000272163
ENSG00000253100
ENSG00000221818
ENSG00000133863
ENSG00000020181
ENSG00000285880
ENSG00000285791
ENSG00000254202
ENSG00000176571
ENSG00000253901
ENSG00000169946
ENSG00000164796
ENSG00000147689
ENSG00000249816
ENSG00000286122
ENSG00000253438
ENSG00000254101
ENSG00000186583
ENSG00000165023
ENSG00000148357
ENSG00000130720
ENSG00000126882
ENSG00000237339
ENSG00000172638
ENSG00000175592
ENSG00000166250
ENSG00000151468
ENSG00000182632
ENSG00000138166
ENSG00000229272
ENSG00000171798
ENSG00000171840
ENSG00000256995
ENSG00000256538
ENSG00000170421
ENSG00000025423
ENSG00000255733
ENSG00000179104
ENSG00000120832
ENSG00000111249
ENSG00000089169
ENSG00000256546
ENSG00000197653
ENSG00000127863
ENSG00000122025
ENSG00000133121
ENSG00000172915
ENSG00000150361
ENSG00000178734
ENSG00000288016
ENSG00000271395
ENSG00000197595
ENSG00000165795
ENSG00000205978
ENSG00000257986
ENSG00000126785
ENSG00000258760
ENSG00000013523
ENSG00000185070
ENSG00000258628
ENSG00000137766
ENSG00000255346
ENSG00000138623
ENSG00000156222
ENSG00000218052
ENSG00000277654
ENSG00000078328
ENSG00000175643
ENSG00000103489
ENSG00000158486
ENSG00000177238
ENSG00000171241
ENSG00000103449
ENSG00000259283
ENSG00000087258
ENSG00000169715
ENSG00000205364
ENSG00000159618
ENSG00000103089
ENSG00000261235
ENSG00000132359
ENSG00000182557
ENSG00000227790
ENSG00000266302
ENSG00000226145
ENSG00000275302
ENSG00000141738
ENSG00000089558
ENSG00000004939
ENSG00000141293
ENSG00000244649
ENSG00000108846
ENSG00000267365
ENSG00000123700
ENSG00000132470
ENSG00000204277
ENSG00000263745
ENSG00000198795
ENSG00000132874
ENSG00000267134
ENSG00000233896
ENSG00000125851
ENSG00000125816
ENSG00000225280
ENSG00000205784
ENSG00000167769
ENSG00000142449
ENSG00000076662
ENSG00000214212
ENSG00000197256
ENSG00000266913
ENSG00000127530
ENSG00000161031
ENSG00000105641
ENSG00000130513
ENSG00000012124
ENSG00000225872
ENSG00000197019
ENSG00000282943
ENSG00000126583
ENSG00000130433
ENSG00000186431
ENSG00000180061
ENSG00000171487
ENSG00000229107
ENSG00000169548
ENSG00000133454
ENSG00000233080
ENSG00000185022
ENSG00000167077
ENSG00000128408
ENSG00000138892
ENSG00000073146
ENSG00000279864
ENSG00000235888
ENSG00000171587
ENSG00000142178
ENSG00000160307
