ENSG00000186973
ENSG00000163017
ENSG00000115641
ENSG00000144824
ENSG00000163694
ENSG00000250337
ENSG00000188112
ENSG00000198286
ENSG00000187546
ENSG00000232053
ENSG00000186310
ENSG00000101977
ENSG00000284377
ENSG00000253125
ENSG00000020181
ENSG00000165023
ENSG00000170421
ENSG00000089169
ENSG00000150361
ENSG00000158486
ENSG00000259283
ENSG00000226145
ENSG00000141738
ENSG00000198795
ENSG00000267134
ENSG00000282943
