ENSG00000266302
ENSG00000256546
ENSG00000237541
ENSG00000140092
ENSG00000135318
ENSG00000143153
ENSG00000146926
ENSG00000291062
ENSG00000168209
ENSG00000198795
ENSG00000115461
ENSG00000134853
ENSG00000227879
ENSG00000248746
ENSG00000261594
ENSG00000106829
ENSG00000124225
ENSG00000133863
ENSG00000124205
ENSG00000275342
ENSG00000120738
ENSG00000164900
ENSG00000259995
ENSG00000138892
ENSG00000259459
ENSG00000147689
ENSG00000148357
ENSG00000179388
ENSG00000133110
ENSG00000020181
ENSG00000070808
ENSG00000228078
ENSG00000113657
ENSG00000178734
ENSG00000101977
ENSG00000073146
ENSG00000011465
ENSG00000105641
ENSG00000116774
ENSG00000127824
ENSG00000142449
ENSG00000244694
ENSG00000198963
ENSG00000128283
ENSG00000143013
ENSG00000144824
ENSG00000162631
ENSG00000166535
ENSG00000170681
ENSG00000112619
ENSG00000176294
ENSG00000213468
ENSG00000248360
ENSG00000282987
ENSG00000123700
ENSG00000197747
ENSG00000163873
ENSG00000117152
ENSG00000159625
ENSG00000025423
ENSG00000159403
ENSG00000112837
ENSG00000118432
ENSG00000133639
ENSG00000168306
ENSG00000290878
ENSG00000260644
ENSG00000185070
ENSG00000225280
ENSG00000161270
