ENSG00000162511
ENSG00000222009
ENSG00000162692
ENSG00000023902
ENSG00000114923
ENSG00000260404
ENSG00000285571
ENSG00000196664
ENSG00000198753
ENSG00000011347
ENSG00000169413
ENSG00000133937
ENSG00000259683
ENSG00000259660
ENSG00000254681
ENSG00000005379
ENSG00000074855
ENSG00000004777
ENSG00000274602
ENSG00000198888
